gene_id	gene_name	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUSG00000020402	Vdac1	117.729452	122.509111	133.363727	118.970695	133.964006	129.13784	129.844275	131.790189	110.391497
ENSMUSG00000020405	Fabp6	0	0	0	0	0	0	0	0	0
ENSMUSG00000020407	Upp1	1.785871	1.03805	1.130854	3.123196	4.330215	5.255306	1.939924	2.291835	2.374792
ENSMUSG00000020409	Slu7	13.230531	15.304882	21.091857	14.967391	11.54779	15.389715	10.831781	9.945706	15.258643
ENSMUSG00000020411	Nipal4	0	0	0	0	0	0	0	0	0
ENSMUSG00000020412	Ascc2	9.375228	9.505895	9.754162	9.39518	10.978824	14.107547	9.484152	8.621852	6.717546
ENSMUSG00000020413	Hus1	2.810346	1.727224	2.647748	2.926484	3.211011	3.897946	3.61914	3.031827	1.32849
ENSMUSG00000020415	Pttg1	43.721346	45.342092	37.401256	37.078135	39.38325	34.746573	34.924964	33.055003	33.218288
ENSMUSG00000020419	Hormad2	0.197649	0	0.051963	0	0	0.060282	0	0.679867	0.102254
ENSMUSG00000020420	Zfp607	0.475035	0.868594	0.308828	0.354029	0.408894	0.222489	0.852912	0.635891	0.23428
ENSMUSG00000020422	Tns3	6.804228	7.114018	6.312063	11.526682	9.646193	9.75048	7.891568	6.911379	4.430027
ENSMUSG00000020423	Btg2	5.159969	6.977964	7.169614	8.457795	6.372823	6.959821	6.473686	8.949791	4.005171
ENSMUSG00000020424	Gatsl3	0.526763	0.385651	1.087133	0.892211	0.622394	1.749259	0.769668	1.05348	0.692976
ENSMUSG00000020427	Igfbp3	5.660243	7.459537	5.148894	7.728815	5.754132	4.790218	6.266605	8.663538	3.906694
ENSMUSG00000020428	Gabra6	0	0	0	0	0	0	0	0	0
ENSMUSG00000020429	Igfbp1	104.041304	21.336168	42.97459	18.102759	8.969526	6.449962	18.907308	10.880819	14.369149
ENSMUSG00000020430	Pes1	14.592051	19.213798	17.412554	21.739242	19.049629	25.541551	22.752569	14.456639	10.146209
ENSMUSG00000020431	Adcy1	0.034561	0.031568	0.034721	0.22728	0.094494	0.043959	0.393271	0.303755	0.134111
ENSMUSG00000020432	Tcn2	61.347571	56.747669	54.138911	48.294842	46.83685	60.310423	41.685435	43.695729	38.513162
ENSMUSG00000020434	4921536K21Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020435	Osbp2	0.212232	0	0.106731	0	0.033886	0.024975	0.184997	0	0.071168
ENSMUSG00000020436	Gabrg2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020437	Myo1g	0.264487	0.286376	0.158879	0.337992	0.096938	0.208053	0.287485	0.278636	0.189068
ENSMUSG00000020439	Smtn	1.382649	2.496276	1.645962	1.874633	1.628533	2.205219	3.084237	1.83495	1.650935
ENSMUSG00000020440	Arf5	72.581857	92.252005	99.496099	104.866535	101.344244	82.933992	83.266782	89.664072	84.19948
ENSMUSG00000020441	2310033P09Rik	5.722342	5.923116	6.559672	5.532227	5.951856	8.023101	6.392289	6.501265	4.8836
ENSMUSG00000020444	Guk1	52.456383	66.891585	52.545618	54.758773	52.709417	50.725779	46.931811	43.129404	43.629965
ENSMUSG00000020447	Npc1l1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020448	Rnf185	13.300645	18.751812	20.578044	15.00552	14.549479	19.471156	14.487128	14.024334	11.291597
ENSMUSG00000020451	Limk2	4.453	4.866435	1.79359	2.55526	1.621975	2.533256	2.911504	2.962818	1.634978
ENSMUSG00000020453	Patz1	1.141419	0.990054	1.401756	1.892106	1.727655	1.548578	1.640944	1.665995	1.357311
ENSMUSG00000020454	Eif4enif1	20.233579	9.842353	17.57174	13.742013	11.770194	13.771759	11.555629	7.430453	7.839356
ENSMUSG00000020455	Trim11	9.017435	8.763055	8.949532	7.731012	8.959976	9.126699	8.263242	7.268209	7.56215
ENSMUSG00000020456	Ogdh	50.917638	56.183452	50.89988	59.826068	52.98085	61.60445	61.851444	50.632647	43.939789
ENSMUSG00000020457	Drg1	34.904192	35.832657	33.731796	35.260386	32.143495	39.746163	34.367755	29.743531	27.709467
ENSMUSG00000020458	Rtn4	58.133256	46.61552	49.096931	62.984388	49.18478	56.394353	38.624259	35.120409	36.525795
ENSMUSG00000020459	Mtif2	17.879051	21.660465	17.583415	18.799704	13.899734	22.003868	12.574357	12.917694	10.939701
ENSMUSG00000020460	Rps27a	389.274728	391.430702	509.43288	439.439798	434.645322	430.784762	413.121283	480.940461	386.016752
ENSMUSG00000020461	Clhc1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020462	Cfap36	14.817199	9.745935	10.264641	10.838054	8.685894	6.844056	9.764481	9.604899	8.155687
ENSMUSG00000020463	Smek2	14.79484	16.017905	17.413917	15.959758	13.531947	12.972746	14.446073	11.430736	8.892596
ENSMUSG00000020464	Pnpt1	14.678677	14.875997	15.094216	17.669867	14.883293	17.052297	11.049262	11.98989	10.713379
ENSMUSG00000020467	Efemp1	2.19455	2.218917	3.912967	4.548253	3.428469	4.208745	4.609123	8.34681	4.165107
ENSMUSG00000020469	Myl7	0	0	0.239015	0.158957	0.188888	0.178882	0	0.307665	0.321565
ENSMUSG00000020471	Pold2	11.005235	10.157266	15.605239	9.447661	12.81347	12.150878	18.539046	7.800659	12.148956
ENSMUSG00000020472	Zkscan17	5.542549	5.793597	4.564102	3.664991	5.439409	3.562385	4.762619	4.926693	2.391796
ENSMUSG00000020473	Aebp1	0.055929	0.035665	0.561015	0.271392	0.017804	0.3655	0.325314	0.931667	0.272286
ENSMUSG00000020474	Polm	1.780501	1.115279	2.49943	3.028604	3.165234	2.526808	2.444039	2.879359	3.032133
ENSMUSG00000020475	Pgam2	0.169081	0	0	0	0	0	0	0.087592	0
ENSMUSG00000020476	Dbnl	18.154983	17.25646	16.613976	15.161172	13.410754	18.543934	15.954733	13.943602	9.376457
ENSMUSG00000020477	Mrps24	84.1535	75.418261	66.985055	73.900659	104.074217	75.626843	69.449677	73.437143	71.977525
ENSMUSG00000020481	Ankrd36	0	0	0	0.03861	0	0	0	0	0
ENSMUSG00000020482	Ccdc117	13.367889	21.758239	22.06145	17.928235	16.891653	18.193793	12.534365	13.051238	10.819791
ENSMUSG00000020483	Dynll2	89.257056	104.567115	107.171217	116.772633	121.306443	110.227282	98.538446	82.399252	69.890068
ENSMUSG00000020484	Xbp1	151.257771	208.764531	203.865245	174.856083	149.810818	170.335269	137.18395	132.018431	107.225858
ENSMUSG00000020485	Supt4a	47.203199	41.969505	39.457605	45.594591	45.224563	36.875969	33.220199	39.707142	40.070939
ENSMUSG00000020486	Sept4	7.089127	7.77496	5.425421	7.936461	7.426235	5.701922	6.688251	8.258999	5.389019
ENSMUSG00000020490	Btnl10	0	0	0	0	0	0	0	0	0
ENSMUSG00000020491	2810021J22Rik	1.180696	0.667462	1.761964	1.769772	0.877592	1.540376	0.89881	0.525356	1.868874
ENSMUSG00000020492	Ska2	0.263153	0.637136	0.653173	0.757829	0.78992	0.731554	1.156943	0.570994	0.520275
ENSMUSG00000020493	Prr11	0.031036	0	0.024916	0	0.020038	0.038217	0.068822	0.04688	0.080927
ENSMUSG00000020495	Smg8	4.164041	4.961906	5.384082	5.837209	4.624642	4.829912	5.723855	4.485661	3.503982
ENSMUSG00000020496	Rnf187	71.517563	75.526299	67.17266	65.457087	66.716017	61.13052	62.874985	62.567109	56.432729
ENSMUSG00000020513	Tubd1	3.074038	3.190718	4.291822	2.350831	3.03817	3.83999	2.433422	3.114087	2.420067
ENSMUSG00000020514	Mrpl22	52.700062	43.280023	43.718817	49.98381	50.465768	54.378468	41.142874	38.698403	41.038541
ENSMUSG00000020515	Cnot8	25.58732	21.762686	20.763587	22.253198	24.09962	21.378626	24.212837	20.129024	19.571949
ENSMUSG00000020516	Rps6kb1	11.467069	12.359186	11.973751	9.426407	7.924677	15.08368	9.753393	7.319953	6.825003
ENSMUSG00000020519	Sap30l	27.265919	27.245333	24.464955	22.606141	26.447132	23.671664	19.153969	22.693381	19.42624
ENSMUSG00000020520	Galnt10	1.829704	1.297788	1.505497	1.802482	1.662461	1.862576	1.440263	1.404186	0.979248
ENSMUSG00000020521	Rnft1	20.847028	17.057088	13.48695	14.610618	14.130681	18.230373	19.253294	11.701016	11.086337
ENSMUSG00000020522	Mfap3	3.716391	4.175589	4.411096	4.203664	3.122626	4.472065	3.732489	3.130676	1.527899
ENSMUSG00000020523	Fam114a2	19.709748	17.458842	16.915181	18.966583	16.719459	18.90097	17.622402	15.337165	13.609787
ENSMUSG00000020524	Gria1	0	0.013128	0	0	0	0	0	0	0
ENSMUSG00000020525	Ppm1d	1.932858	1.669125	2.695467	1.891548	2.646096	1.262016	1.421115	1.825341	1.466681
ENSMUSG00000020526	Znhit3	6.899996	7.786419	5.712074	7.154664	5.421082	5.240473	4.572173	6.265031	7.353009
ENSMUSG00000020527	Myo19	2.122917	1.983659	2.166558	1.971954	1.634871	2.821262	2.820522	2.54114	1.591979
ENSMUSG00000020528	Prpsap2	7.91968	10.028538	6.13542	8.085231	8.561782	9.036572	9.081244	6.679343	6.56797
ENSMUSG00000020530	Ggnbp2	40.105135	37.064685	38.967543	43.112108	37.613556	46.911837	39.849471	34.827496	29.141587
ENSMUSG00000020532	Acaca	26.439173	20.527298	22.619554	46.509946	33.751445	43.976537	62.373368	42.443418	24.579556
ENSMUSG00000020534	Shmt1	162.518721	126.863281	156.3568	141.765548	131.356201	123.755431	141.777566	148.223791	126.500341
ENSMUSG00000020536	Llgl1	2.576818	3.311025	2.42787	3.385056	3.579995	3.103297	3.529084	2.69919	2.279854
ENSMUSG00000020537	Drg2	21.161096	21.496363	20.130882	18.531794	17.612337	23.93501	14.34331	17.345742	16.537526
ENSMUSG00000020538	Srebf1	57.826729	74.256641	129.4335	125.735249	140.136377	164.186623	111.015109	104.88582	93.41554
ENSMUSG00000020541	Tom1l1	18.419716	17.441587	13.78133	12.886504	21.220494	23.347198	18.849254	14.381557	9.792012
ENSMUSG00000020542	Myocd	0	0	0	0	0	0.025794	0	0	0
ENSMUSG00000020544	Cox11	15.431976	16.108618	12.623491	16.31314	16.911803	16.162441	16.231927	14.348109	11.216479
ENSMUSG00000020545	Lrrc72	0	0	0	0	0	0	0	0	0
ENSMUSG00000020546	Stxbp4	1.819039	1.348198	0.758324	1.247	0.595285	0.80902	1.106943	0.523472	0.630711
ENSMUSG00000020547	Bzw2	5.044198	3.461475	5.09821	3.643868	5.192782	6.642715	3.526859	5.622013	3.892229
ENSMUSG00000020548	1700086D15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020549	Elac2	15.656865	12.836218	13.111997	13.036239	11.013519	14.822094	9.363706	9.224616	7.472625
ENSMUSG00000020553	Pctp	58.177019	38.781566	53.577415	56.524988	61.145746	91.240964	39.897548	37.473697	38.528072
ENSMUSG00000020561	Twistnb	6.958415	12.830224	12.300901	7.503155	8.552615	11.644022	7.497375	7.34296	4.644867
ENSMUSG00000020562	Efcab10	0	0	0	0	0	0	0	0	0
ENSMUSG00000020564	Atxn7l1	9.368383	6.87086	6.853455	9.110988	7.631413	7.743683	9.341982	5.402287	6.001894
ENSMUSG00000020566	Atp6v1c2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020570	Sypl	45.17922	40.362883	43.327992	42.948734	39.284497	40.809183	35.314989	30.203814	23.625521
ENSMUSG00000020571	Pdia6	276.188448	289.701198	258.89684	265.311332	170.414886	208.688792	165.815273	121.355569	117.11247
ENSMUSG00000020572	Nampt	21.389264	28.71466	32.30201	26.205061	26.44688	26.162675	24.711243	23.77851	20.591628
ENSMUSG00000020573	Pik3cg	0.038652	0.300514	0.201357	0.247653	0.237541	0.153275	0.230356	0.061677	0.050755
ENSMUSG00000020576	Nbas	5.169268	4.405759	5.517055	5.306068	4.037496	4.854102	4.405893	2.789617	2.498105
ENSMUSG00000020577	Tspan13	0.652583	1.144159	0.525381	0.780834	0.167985	0.703928	0.48062	0.397055	0.238955
ENSMUSG00000020580	Rock2	4.835928	6.545996	7.533995	5.670034	4.076486	7.491129	4.301124	3.74833	3.688538
ENSMUSG00000020581	Agr2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020583	Matn3	0	0	0	0	0	0	0	0	0
ENSMUSG00000020585	Laptm4a	124.277893	137.447632	123.198432	142.987534	123.698291	106.791182	118.297938	117.58549	107.097665
ENSMUSG00000020589	Fam49a	0.779658	0.665379	1.050339	0.992382	1.255742	0.840211	0.789552	0.895396	0.443165
ENSMUSG00000020590	Snx13	10.093269	10.268484	10.71007	10.870059	9.062013	9.569513	7.520438	5.423987	5.33574
ENSMUSG00000020591	Ntsr2	0	0	0	0	0	0	0	0.083258	0.08587
ENSMUSG00000020592	Sdc1	142.475802	131.26527	128.810271	155.41118	140.733456	118.798279	112.978764	109.731021	72.92641
ENSMUSG00000020593	Lpin1	38.454354	41.339736	50.251105	15.182516	13.071471	8.612149	38.337669	62.40639	44.142532
ENSMUSG00000020594	Pum2	14.420572	18.162437	19.392277	20.567585	15.293826	15.930071	16.959719	10.484005	11.040173
ENSMUSG00000020598	Nrcam	0	0	0	0	0	0	0	0	0
ENSMUSG00000020599	Rgs9	0.137712	0.097634	0.040586	0.054721	0.353697	0.071472	0	0.025895	0.036974
ENSMUSG00000020600	Slc7a15	0	0	0	0	0	0	0	0.290366	0.591537
ENSMUSG00000020601	Trib2	0.774534	1.304676	1.10556	0.782906	0.599433	0.675415	0.390682	0.479215	0.59512
ENSMUSG00000020604	Arsg	26.675051	14.329917	9.860052	15.387163	17.683171	4.939596	25.057524	23.310269	19.843072
ENSMUSG00000020605	Hs1bp3	4.101076	3.534096	2.370382	2.682785	3.511738	4.312782	3.732665	2.991797	2.164855
ENSMUSG00000020607	Fam84a	0.514766	0.814097	0.277944	0.539563	0.569187	0.582487	0.724088	0.496714	0.145932
ENSMUSG00000020608	Smc6	5.254421	4.631646	5.471256	5.781945	4.468033	5.866627	5.706972	3.999683	4.001237
ENSMUSG00000020609	Apob	1456.733503	1431.573358	1356.193973	1072.393549	1042.147939	956.908744	1030.342273	920.830467	903.222676
ENSMUSG00000020610	Amz2	8.536169	7.965159	7.916072	9.069231	7.682282	8.575962	8.81857	8.464206	8.432026
ENSMUSG00000020611	Gna13	7.862819	9.544474	9.738643	11.015844	10.329649	9.066789	9.759387	9.339083	6.895067
ENSMUSG00000020612	Prkar1a	54.611202	53.057346	54.807881	48.797652	47.689347	54.065006	53.626165	45.334539	37.334933
ENSMUSG00000020614	Fam20a	17.72451	15.51798	13.563792	13.474327	16.29425	15.491774	12.993521	11.655523	11.227253
ENSMUSG00000020617	1700012B07Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020620	Abca8b	14.021681	9.864414	11.152704	10.591508	8.600718	10.62911	9.091163	7.283468	5.572782
ENSMUSG00000020621	Rdh14	19.693408	19.396994	16.091797	19.863416	19.159063	15.545805	17.417711	16.342846	14.320808
ENSMUSG00000020622	Nt5c1b	0	0	0	0	0	0	0	0	0
ENSMUSG00000020623	Map2k6	2.202492	4.141569	2.835995	3.183348	3.359198	1.615197	3.33044	3.002116	1.971397
ENSMUSG00000020624	4933434M16Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020627	Klhl29	0	0.198843	0.112934	0.008378	0.039599	0.009357	0.034042	0.112675	0.050036
ENSMUSG00000020628	Trappc12	8.801958	6.873003	8.378493	7.781578	8.070474	7.689324	8.247506	6.398262	6.981244
ENSMUSG00000020629	Adi1	113.653317	99.118107	98.47286	109.989565	99.750915	95.017898	103.098545	99.424118	96.51265
ENSMUSG00000020630	Rnaseh1	3.125266	5.691265	2.783661	5.386573	3.624383	5.30887	2.97053	4.056873	3.443423
ENSMUSG00000020633	Dcdc2c	0	0	0	0	0	0	0	0	0
ENSMUSG00000020634	Ubxn2a	18.86476	17.482335	21.470428	28.743836	19.456037	24.879712	18.417509	13.91549	11.056652
ENSMUSG00000020635	Fkbp1b	0	0.455537	0	0	0	0.085398	0	0.073368	0
ENSMUSG00000020636	Allc	0	0	0	0	0	0	0	0	0
ENSMUSG00000020638	Cmpk2	2.757872	1.889121	1.786866	3.978037	2.176343	1.591495	2.020652	1.423368	1.931045
ENSMUSG00000020639	Pfn4	0.467493	0.273235	0.252313	0.570908	1.893035	0.970108	0.07765	0	0
ENSMUSG00000020640	Itsn2	5.826203	4.6506	4.970543	5.705666	5.027341	5.182377	4.923596	3.215799	2.727184
ENSMUSG00000020641	Rsad2	4.622489	2.136212	1.195691	4.019893	2.120916	1.310517	1.713519	2.177502	2.216245
ENSMUSG00000020642	Rnf144a	1.714304	1.213967	0.882539	1.527288	1.187377	1.237048	0.790097	0.762205	0.660953
ENSMUSG00000020644	Id2	155.256749	219.838629	235.007847	200.967449	179.548148	279.861606	128.145512	167.489601	134.431866
ENSMUSG00000020646	Mboat2	0	0	0	0	0.169799	0	0	0	0.023036
ENSMUSG00000020647	Ncoa1	4.085971	4.23392	3.485294	4.410758	4.209059	4.155695	4.034182	2.143039	2.262508
ENSMUSG00000020648	Dus4l	3.310463	3.165799	2.598125	3.832835	3.702271	4.211229	4.499201	3.377736	2.061339
ENSMUSG00000020649	Rrm2	3.398535	2.41184	2.014274	4.943095	4.231435	3.660918	5.274452	5.601588	6.369745
ENSMUSG00000020650	Bcap29	7.680118	5.045813	5.885673	5.384722	5.725752	6.188898	4.107927	6.04658	4.640514
ENSMUSG00000020651	Slc26a4	0.150227	0.241039	0.211693	0.080778	0	0.022681	0	0.019294	0.020024
ENSMUSG00000020652	Cenpo	1.842542	1.253822	1.942623	1.566355	1.252659	2.320683	1.286596	1.702488	1.375613
ENSMUSG00000020653	Klf11	3.539123	2.083777	1.825905	1.552313	1.352059	1.67981	2.687577	1.54237	1.308026
ENSMUSG00000020654	Adcy3	0.148001	0.457229	0.158668	0.242326	0.462239	0.210405	0.305652	0.236131	0.119119
ENSMUSG00000020656	Grhl1	0.646092	0.864521	0.20989	0.479621	0.421118	0.561388	0.67363	0.602092	0.572532
ENSMUSG00000020657	Dnajc27	0.187641	0.045172	0.112711	0.265804	0.228466	0.197396	0.292344	0.143923	0.037266
ENSMUSG00000020658	Efr3b	0.032671	0.073304	0.013113	0.106136	0.042001	0.156238	0.035926	0.033609	0.043604
ENSMUSG00000020659	Cbll1	6.98804	6.434405	7.024481	7.031153	3.933181	8.245067	4.441135	3.905432	2.306597
ENSMUSG00000020660	Pomc	0.276862	0.17408	0.337457	0.073771	0.434112	0.082296	0.493897	0.146378	0.149617
ENSMUSG00000020661	Dnmt3a	1.922103	2.975698	3.599432	1.999152	3.211425	3.192194	3.767272	2.773804	1.595492
ENSMUSG00000020664	Dld	95.056112	96.314599	89.036838	95.959503	92.333122	97.133591	80.446446	80.772274	64.974363
ENSMUSG00000020668	Kif3c	0.458055	0.324352	0.571641	0.333716	0.51616	0.313001	0.611964	0.284251	0.285966
ENSMUSG00000020669	Sh3yl1	7.323212	5.887911	9.720388	5.097844	5.134218	5.543108	4.045393	3.19716	4.133948
ENSMUSG00000020671	Rab10	41.630356	39.780596	38.986066	39.537545	35.388809	36.564518	36.079093	32.846065	27.825505
ENSMUSG00000020672	Sntg2	6.936161	13.812073	9.708458	10.339612	9.021596	4.169562	6.379841	9.0314	6.390657
ENSMUSG00000020673	Tpo	0	0	0	0	0	0	0	0.0173	0
ENSMUSG00000020674	Pxdn	1.742449	0.996856	1.61729	1.797361	1.444267	1.395893	1.042911	1.100405	0.804409
ENSMUSG00000020676	Ccl11	0	0.179188	0	0	0	0	0	0	0
ENSMUSG00000020677	Ddx52	7.706559	7.196081	6.107644	4.99533	6.935863	6.454747	6.486633	5.648387	3.926421
ENSMUSG00000020679	Hnf1b	7.547263	9.287488	6.33902	8.060555	7.825717	7.999075	7.178284	8.024715	6.108023
ENSMUSG00000020680	Taf15	34.281885	29.622411	32.943751	36.749422	37.576019	40.383604	37.420176	33.228893	26.626343
ENSMUSG00000020681	Ace	0.089894	0.382752	0.870669	0.310379	0.725277	0.282034	0.299447	0.12375	0.058544
ENSMUSG00000020682	Mmp28	0	0	0.113454	0	0.081112	0.250946	0.069549	0.066621	0.034494
ENSMUSG00000020684	Rasl10b	0.106086	0.259469	0.057451	0.056723	0.044556	0.06308	0.10225	0.018647	0.153034
ENSMUSG00000020686	Gas2l2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020687	Cdc27	6.606236	7.918875	8.343446	8.656659	8.192876	9.656923	4.942311	4.983761	3.855831
ENSMUSG00000020689	Itgb3	0.837232	1.442888	1.822524	0.866109	0.370984	0.645092	0.844604	0.898995	0.356552
ENSMUSG00000020690	Efcab3	0	0	0	0	0	0	0	0.10974	0
ENSMUSG00000020691	Mettl2	5.26949	5.542331	8.023836	5.436938	5.295593	8.857008	3.431827	5.106904	3.219023
ENSMUSG00000020692	Nle1	2.621963	3.198066	5.277739	3.133743	4.222785	6.246244	3.650153	4.344281	4.710794
ENSMUSG00000020694	Tlk2	11.240625	9.545498	12.486763	10.273133	9.121844	11.09079	6.021243	8.61221	6.774993
ENSMUSG00000020695	Mrc2	0.163422	1.735487	0.395193	0.381237	0.207406	0.20465	0.275805	0.236865	0.206505
ENSMUSG00000020696	Rffl	10.704638	10.58869	10.541621	10.601308	9.527272	11.393323	10.319777	10.075874	7.715106
ENSMUSG00000020697	Lig3	10.362789	9.023383	9.922396	7.311655	7.104786	10.202379	9.366571	4.84017	5.59277
ENSMUSG00000020698	Cct6b	0.395383	0.13493	0.335111	0.075267	0.224363	0.296017	1.17947	0.212427	0.292797
ENSMUSG00000020700	Map3k3	5.758932	6.754975	6.651658	6.471814	5.862199	7.07429	5.125157	4.005062	3.413101
ENSMUSG00000020701	Tmem132e	0.740012	0.434695	0.80952	0.552275	0.766594	0.662306	0.418466	0.619239	0.272188
ENSMUSG00000020702	Ccl1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020703	5530401A14Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000020704	Asic2	0	0	0	0	0	0	0	0	0
ENSMUSG00000020705	Ddx42	10.959033	14.809926	13.046321	13.060779	10.909657	14.105581	9.810882	11.13346	8.405614
ENSMUSG00000020706	Ftsj3	19.186605	24.934303	23.968044	20.158063	18.290859	27.072856	15.727168	17.738743	13.402759
ENSMUSG00000020707	Rnf135	7.435294	12.149829	9.140636	13.490473	8.702711	9.283004	6.56388	6.072513	8.764892
ENSMUSG00000020708	Psmc5	92.875469	89.233116	89.64837	77.529345	74.17625	91.061712	58.784776	61.868254	56.089029
ENSMUSG00000020709	Adap2	20.255568	20.466988	21.290223	25.705686	20.924179	20.529501	15.149585	11.336133	9.876967
ENSMUSG00000020712	Tcam1	0	0	0	0	0	0	0.069489	0	0
ENSMUSG00000020713	Gh	0	0	0	0	0	0	0	0	0
ENSMUSG00000020715	Ern1	23.541195	27.519218	26.77585	30.235012	19.258377	23.790499	22.28042	13.230618	11.469839
ENSMUSG00000020716	Nf1	4.261821	4.017277	4.404088	6.308688	4.942101	6.429991	4.517034	3.432935	2.895038
ENSMUSG00000020717	Pecam1	5.702295	5.329413	5.796235	5.657547	6.34526	7.463186	3.787118	4.283167	2.581109
ENSMUSG00000020718	Polg2	4.871384	6.09053	5.162303	4.031378	5.797141	4.279545	5.147821	4.922037	5.049384
ENSMUSG00000020719	Ddx5	142.572488	179.686946	200.273663	175.712247	169.44171	166.853268	138.611936	148.765969	125.500397
ENSMUSG00000020720	Psmd12	68.349968	72.140261	70.754531	62.770928	54.262299	73.720442	43.613128	45.550458	45.873749
ENSMUSG00000020721	Helz	2.121956	2.279596	3.834517	2.635043	2.200692	2.715521	1.904035	1.084008	1.078341
ENSMUSG00000020722	Cacng1	0	0	0	0	0	0	0	0	0
ENSMUSG00000020723	Cacng4	0	0	0.05061	0.050961	0	0	0	0	0
ENSMUSG00000020728	Cep112	0.521768	0.35433	0	0	0	0.06286	0.345567	0.017404	0.097025
ENSMUSG00000020732	Rab37	0	0.134045	0	0	0	0	0	0	0.02785
ENSMUSG00000020733	Slc9a3r1	141.60676	156.293379	152.142693	151.553537	150.023671	133.336097	148.669758	125.247904	135.288268
ENSMUSG00000020734	Grin2c	0.025581	0.016126	0	0	0	0	0	0	0
ENSMUSG00000020736	Nt5c	24.150934	21.814036	23.293666	27.621672	22.961967	22.716764	22.210158	25.604708	26.392331
ENSMUSG00000020737	Hn1	6.366996	5.731279	7.261887	7.738708	8.857068	10.094676	8.270645	9.100098	6.704503
ENSMUSG00000020738	Sumo2	74.974735	83.489301	76.166032	74.644699	62.176128	88.803969	58.388398	64.338934	57.016853
ENSMUSG00000020739	Nup85	12.281496	8.337124	13.47195	12.889162	9.305241	11.146287	10.71507	14.020129	8.244549
ENSMUSG00000020740	Gga3	4.056376	5.560722	7.453713	3.738731	3.131647	7.985284	1.3193	4.832889	2.267574
ENSMUSG00000020741	Cluh	80.159716	79.880631	80.323067	81.299963	79.919419	87.432986	75.292941	61.733842	41.21974
ENSMUSG00000020743	Mif4gd	56.177527	60.934239	51.088529	57.662701	52.524183	48.879124	48.896806	44.376948	48.190148
ENSMUSG00000020744	Slc25a19	11.300519	15.640367	9.066508	8.532429	7.575581	10.264281	10.523781	7.440397	7.437323
ENSMUSG00000020745	Pafah1b1	29.264978	33.922209	43.287881	33.965089	29.871664	23.80523	23.88603	16.455182	12.643873
ENSMUSG00000020747	2310067B10Rik	12.279227	10.177597	9.008047	9.359389	10.692397	10.645737	15.014885	6.057784	4.911171
ENSMUSG00000020752	Recql5	6.28133	5.649294	10.962005	6.861127	5.543571	7.348366	3.722536	4.835137	5.286068
